Caso 1: N=550307962409600896, O=449999999999999999
Caso 5628: N=579128989357938048, O=578999999999999999
Caso 5629: N=341796872491607168, O=339999999999999999
Caso 5630: N=44526316732774184, O=44499999999999999
Caso 5631: N=27673468586207896, O=26999999999999999
Caso 5632: N=975556710441506944, O=899999999999999999
Caso 5633: N=698307066392915456, O=689999999999999999
Caso 5634: N=988806643644653184, O=899999999999999999
Caso 5635: N=38178374127363472, O=37999999999999999
Caso 5636: N=256945028425719520, O=256899999999999999
Caso 5637: N=958740435746804992, O=899999999999999999
Caso 5638: N=604045645289966336, O=599999999999999999
Caso 5639: N=443611477203358144, O=339999999999999999
Caso 5640: N=52343093407879016, O=49999999999999999
Caso 5641: N=932145937333399168, O=899999999999999999
Caso 5642: N=364990114472430656, O=359999999999999999
Caso 5643: N=15903501020687604, O=15899999999999999
Caso 5644: N=181039615346448640, O=179999999999999999
Caso 5645: N=882620180213527808, O=779999999999999999
Caso 5646: N=462123609761910784, O=459999999999999999
Caso 5647: N=401014292854469312, O=399999999999999999
Caso 5648: N=482527250672186176, O=479999999999999999
Caso 5649: N=822328830340308480, O=799999999999999999
Caso 5650: N=641067158937014272, O=599999999999999999
Caso 5651: N=559242182122098304, O=558999999999999999
Caso 5652: N=178012017577531488, O=177999999999999999
Caso 5653: N=371114392206117632, O=369999999999999999
Caso 5654: N=994987566923881600, O=889999999999999999
Caso 5655: N=971048319214901120, O=899999999999999999
Caso 5656: N=330270064948346560, O=229999999999999999
Caso 5657: N=712628387301137408, O=699999999999999999
Caso 5658: N=994101717433848832, O=889999999999999999
Caso 5659: N=703275798539721216, O=699999999999999999
Caso 5660: N=254788075149461120, O=249999999999999999
Caso 5661: N=720870617781064704, O=699999999999999999
Caso 5662: N=650622480722853888, O=599999999999999999
Caso 5663: N=427712551926218240, O=399999999999999999
Caso 5664: N=927505670218047872, O=899999999999999999
Caso 5665: N=31214288438955572, O=29999999999999999
Caso 5666: N=738000289201823872, O=699999999999999999
Caso 5667: N=137268051820913392, O=136999999999999999
Caso 5668: N=533111260578434304, O=499999999999999999
Caso 5669: N=686440399826578944, O=679999999999999999
Caso 5670: N=410071793438661312, O=399999999999999999
Caso 5671: N=614603732777598848, O=599999999999999999
Caso 5672: N=302725752284945920, O=299999999999999999
Caso 5673: N=1000434162206742, O=999999999999999
Caso 5674: N=398734962141235584, O=389999999999999999
Caso 5675: N=673877646915466240, O=669999999999999999
Caso 5676: N=700940712671186688, O=699999999999999999
Caso 5677: N=455671771203874560, O=455669999999999999
Caso 5678: N=208027870444715488, O=199999999999999999
Caso 5679: N=818334096664087040, O=799999999999999999
Caso 5680: N=839561414024081664, O=799999999999999999
Caso 5681: N=759965255141244800, O=699999999999999999
Caso 5682: N=367996395158425984, O=367889999999999999
Caso 5683: N=234789104469113504, O=234788999999999999
Caso 5684: N=719036979724532736, O=699999999999999999
Caso 5685: N=701090167265156224, O=699999999999999999
Caso 5686: N=863493120080545664, O=799999999999999999
Caso 5687: N=980633329252317440, O=899999999999999999
Caso 5688: N=528443327790485504, O=499999999999999999
Caso 5689: N=35976382043364728, O=35899999999999999
Caso 5690: N=311058616371220032, O=299999999999999999
Caso 5691: N=809793650066158592, O=799999999999999999
Caso 5692: N=771017194824024064, O=669999999999999999
Caso 5693: N=476799751001924096, O=469999999999999999
Caso 5694: N=321293266402733824, O=299999999999999999
Caso 5695: N=331165880172463488, O=229999999999999999
Caso 5696: N=424622152873768064, O=399999999999999999
Caso 5697: N=770651118699632256, O=669999999999999999
Caso 5698: N=754636043920779392, O=699999999999999999
Caso 5699: N=96350656550372448, O=89999999999999999
Caso 5700: N=695160783822659968, O=689999999999999999
Caso 5701: N=980435672587556224, O=899999999999999999
Caso 5702: N=255223988085214176, O=244999999999999999
Caso 5703: N=773094810082785152, O=669999999999999999
Caso 5704: N=175829679692346752, O=169999999999999999
Caso 5705: N=336783570155655424, O=336779999999999999
Caso 5706: N=530514808790831360, O=499999999999999999
Caso 5707: N=776661728604005760, O=669999999999999999
Caso 5708: N=386246661294264448, O=379999999999999999
Caso 5709: N=449699070303274176, O=448999999999999999
Caso 5710: N=333611857343127232, O=333599999999999999
Caso 5711: N=603423383480751360, O=599999999999999999
Caso 5712: N=732862671163527168, O=699999999999999999
Caso 5713: N=243870100347602688, O=239999999999999999
Caso 5714: N=739076952532835, O=699999999999999
Caso 5715: N=639287838658840960, O=599999999999999999
Caso 5716: N=905703648341813504, O=899999999999999999
Caso 5717: N=713005714591055104, O=699999999999999999
Caso 5718: N=698071425450548480, O=689999999999999999
Caso 5719: N=400145920883239872, O=399999999999999999
Caso 5720: N=606370004504117760, O=599999999999999999
Caso 5721: N=476264157120127040, O=469999999999999999
Caso 5722: N=240133757331935744, O=239999999999999999
Caso 5723: N=2341431955776962, O=2339999999999999
Caso 5724: N=288355000500100672, O=277999999999999999
Caso 5725: N=163779722242990528, O=159999999999999999
Caso 5726: N=456239083252477632, O=455999999999999999
Caso 5727: N=158238921084114848, O=157999999999999999
Caso 5728: N=283124987040249792, O=279999999999999999
Caso 5729: N=858491640138595968, O=799999999999999999
Caso 5730: N=601945045426951424, O=599999999999999999
Caso 5731: N=145284409015768128, O=144999999999999999
Caso 5732: N=284038593348511776, O=279999999999999999
Caso 5733: N=177923592647940896, O=177899999999999999
Caso 5734: N=239265267569926048, O=238999999999999999
Caso 5735: N=6523616934395848, O=5999999999999999
Caso 5736: N=665063531237469184, O=559999999999999999
Caso 5737: N=92258274095386112, O=89999999999999999
Caso 5738: N=342379704783041920, O=339999999999999999
Caso 5739: N=706363314742746624, O=699999999999999999
Caso 5740: N=522383542314585280, O=499999999999999999
Caso 5741: N=243995613125374752, O=239999999999999999
Caso 5742: N=124846409308290048, O=124799999999999999
Caso 5743: N=87431593751508544, O=79999999999999999
Caso 5744: N=644369846462934528, O=599999999999999999
Caso 5745: N=359680065905092032, O=358999999999999999
Caso 5746: N=229824692616730208, O=228999999999999999
Caso 5747: N=252712932993991328, O=249999999999999999
Caso 5748: N=839025169362580864, O=799999999999999999
Caso 5749: N=325626175839888384, O=299999999999999999
Caso 5750: N=476577411856884416, O=469999999999999999
Caso 5751: N=431704358131346752, O=399999999999999999
Caso 5752: N=177890638164589824, O=177889999999999999
Caso 5753: N=637268211430859776, O=599999999999999999
Caso 5754: N=314528098851379456, O=299999999999999999
Caso 5755: N=480159682893796928, O=479999999999999999
Caso 5756: N=751538862079732608, O=699999999999999999
Caso 5757: N=225704075678032736, O=225699999999999999
Caso 5758: N=500406361063629888, O=499999999999999999
Caso 5759: N=910058240400481408, O=899999999999999999
Caso 5760: N=474159285714633856, O=469999999999999999
Caso 5761: N=115199567689598496, O=114999999999999999
Caso 5762: N=284522788787498688, O=279999999999999999
Caso 5763: N=749755963571845120, O=699999999999999999
Caso 5764: N=323374775107312960, O=299999999999999999
Caso 5765: N=971864055909462656, O=899999999999999999
Caso 5766: N=568972501241926464, O=568899999999999999
Caso 5767: N=593845913363011712, O=589999999999999999
Caso 5768: N=156311056657380544, O=155999999999999999
Caso 5769: N=366404093331184064, O=355999999999999999
Caso 5770: N=83574068849312624, O=79999999999999999
Caso 5771: N=918076567930646656, O=899999999999999999
Caso 5772: N=904073882176280320, O=899999999999999999
Caso 5773: N=492806857278552448, O=489999999999999999
Caso 5774: N=614608709107130368, O=599999999999999999
Caso 5775: N=106745709413721072, O=99999999999999999
Caso 5776: N=514170687047797888, O=499999999999999999
Caso 5777: N=160000365888827808, O=159999999999999999
Caso 5778: N=716932266440951296, O=699999999999999999
Caso 5779: N=668308751707711744, O=667999999999999999
Caso 5780: N=484047440453346688, O=479999999999999999
Caso 5781: N=104983104403714608, O=99999999999999999
Caso 5782: N=141789850276953792, O=139999999999999999
Caso 5783: N=799510130430743296, O=788999999999999999
Caso 5784: N=208793527181854400, O=199999999999999999
Caso 5785: N=63610571145140352, O=59999999999999999
Caso 5786: N=420672087246382720, O=399999999999999999
Caso 5787: N=799166907073466112, O=788999999999999999
Caso 5788: N=652200263698528128, O=599999999999999999
Caso 5789: N=579172143569536512, O=578999999999999999
Caso 5790: N=659808049067529088, O=599999999999999999
Caso 5791: N=829804427045593600, O=799999999999999999
Caso 5792: N=42741768669473544, O=39999999999999999
Caso 5793: N=229086110363971424, O=228999999999999999
Caso 5794: N=620399380236122880, O=599999999999999999
Caso 5795: N=178663121556763008, O=177999999999999999
Caso 5796: N=394679828687110848, O=389999999999999999
Caso 5797: N=806487188140713088, O=799999999999999999
Caso 5798: N=586456502088617344, O=579999999999999999
Caso 5799: N=479167155793834944, O=478999999999999999
Caso 5800: N=659376467863487360, O=599999999999999999
Caso 5801: N=6174989764554883, O=5999999999999999
Caso 5802: N=355106942746847040, O=344999999999999999
Caso 5803: N=319765085629070272, O=299999999999999999
Caso 5804: N=223031916870902528, O=222999999999999999
Caso 5805: N=333337982540438016, O=333337899999999999
Caso 5806: N=923502516192413056, O=899999999999999999
Caso 5807: N=289123136258813696, O=288999999999999999
Caso 5808: N=284447187069193376, O=279999999999999999
Caso 5809: N=278662577572293056, O=277999999999999999
Caso 5810: N=91960495085837376, O=89999999999999999
Caso 5811: N=784972383870024832, O=779999999999999999
Caso 5812: N=370044391048604992, O=369999999999999999
Caso 5813: N=284882214362362400, O=279999999999999999
Caso 5814: N=254731676950908160, O=249999999999999999
Caso 5815: N=848480828470447488, O=799999999999999999
Caso 5816: N=873260110108937472, O=799999999999999999
Caso 5817: N=667516587548909056, O=666999999999999999
Caso 5818: N=107795987639813136, O=99999999999999999
Caso 5819: N=876842491484400256, O=799999999999999999
Caso 5820: N=41560010185855648, O=39999999999999999
Caso 5821: N=446496907910523008, O=445999999999999999
Caso 5822: N=867343820765686912, O=799999999999999999
Caso 5823: N=313844902848787392, O=299999999999999999
Caso 5824: N=276706058785556992, O=269999999999999999
Caso 5825: N=995567673170622720, O=889999999999999999
Caso 5826: N=863109764820849920, O=799999999999999999
Caso 5827: N=321497786764663232, O=299999999999999999
Caso 5828: N=962539964111160448, O=899999999999999999
Caso 5829: N=522801274605510720, O=499999999999999999
Caso 5830: N=47482411311309368, O=46999999999999999
Caso 5831: N=995375315149176704, O=889999999999999999
Caso 5832: N=289429721304519936, O=288999999999999999
Caso 5833: N=658257124656429312, O=599999999999999999
Caso 5834: N=44322458256291112, O=33999999999999999
Caso 5835: N=902144670301164032, O=899999999999999999
Caso 5836: N=705658934370716032, O=699999999999999999
Caso 5837: N=843761769263541888, O=799999999999999999
Caso 5838: N=850678477703894400, O=799999999999999999
Caso 5839: N=589824426108535040, O=588999999999999999
Caso 5840: N=693420990207374464, O=689999999999999999
Caso 5841: N=794982449518109312, O=789999999999999999
Caso 5842: N=200098230412905408, O=199999999999999999
Caso 5843: N=249636183490527072, O=248999999999999999
Caso 5844: N=540713340616604928, O=499999999999999999
Caso 5845: N=37411237468635392, O=36999999999999999
Caso 5846: N=897990364918771200, O=889999999999999999
Caso 5847: N=892883008863008000, O=889999999999999999
Caso 5848: N=660310190262922368, O=559999999999999999
Caso 5849: N=405572649209014016, O=399999999999999999
Caso 5850: N=147500263413936192, O=146999999999999999
Caso 5851: N=247109388507636544, O=246999999999999999
Caso 5852: N=793123705471229696, O=789999999999999999
Caso 5853: N=438712865791656000, O=399999999999999999
Caso 5854: N=998620386793585792, O=889999999999999999
Caso 5855: N=72866616781288688, O=69999999999999999
Caso 5856: N=125648071516986544, O=125599999999999999
Caso 5857: N=806423741575257344, O=799999999999999999
Caso 5858: N=573764151492198528, O=569999999999999999
Caso 5859: N=755728671323786496, O=699999999999999999
Caso 5860: N=949812432164019712, O=899999999999999999
Caso 5861: N=254100469899139264, O=249999999999999999
Caso 5862: N=649790041922664704, O=599999999999999999
Caso 5863: N=837773668873912320, O=799999999999999999
Caso 5864: N=998451818955966464, O=889999999999999999
Caso 5865: N=70826632258998216, O=69999999999999999
Caso 5866: N=509469965177999680, O=499999999999999999
Caso 5867: N=618566192683489152, O=599999999999999999
Caso 5868: N=738561182631269, O=699999999999999
Caso 5869: N=751226331494556032, O=699999999999999999
Caso 5870: N=714654502799409792, O=699999999999999999
Caso 5871: N=77746241135088880, O=66699999999999999
Caso 5872: N=319298542580918080, O=299999999999999999
Caso 5873: N=348017698492934208, O=347999999999999999
Caso 5874: N=598894638214459904, O=589999999999999999
Caso 5875: N=149650864689342528, O=148999999999999999
Caso 5876: N=754370315946931328, O=699999999999999999
Caso 5877: N=993447768957646464, O=889999999999999999
Caso 5878: N=829038120468914176, O=799999999999999999
Caso 5879: N=814964883724474368, O=799999999999999999
Caso 5880: N=730247342885157760, O=699999999999999999
Caso 5881: N=205484151182785856, O=199999999999999999
Caso 5882: N=343325825278616896, O=339999999999999999
Caso 5883: N=565217055555715968, O=559999999999999999
Caso 5884: N=115376862186956192, O=114999999999999999
Caso 5885: N=888583749482029312, O=777999999999999999
Caso 5886: N=337771871114412288, O=336669999999999999
Caso 5887: N=543009026040152128, O=499999999999999999
Caso 5888: N=869871214366453504, O=799999999999999999
Caso 5889: N=389054739882565568, O=388999999999999999
Caso 5890: N=743118337608509952, O=699999999999999999
Caso 5891: N=64184124509169768, O=59999999999999999
Caso 5892: N=562820813739453504, O=559999999999999999
Caso 5893: N=571472690323810304, O=569999999999999999
Caso 5894: N=811414121761301888, O=799999999999999999
Caso 5895: N=287713626488549248, O=279999999999999999
Caso 5896: N=556680202441766272, O=556679999999999999
Caso 5897: N=645307546184449024, O=599999999999999999
Caso 5898: N=14274461076817846, O=13999999999999999
Caso 5899: N=514898369375975552, O=499999999999999999
Caso 5900: N=317132127133236544, O=299999999999999999
Caso 5901: N=389862987929397696, O=388999999999999999
Caso 5902: N=444135961897317504, O=333999999999999999
Caso 5903: N=971553964278688256, O=899999999999999999
Caso 5904: N=874216577206706176, O=799999999999999999
Caso 5905: N=500825795206490752, O=499999999999999999
Caso 5906: N=305329628889696064, O=299999999999999999
